"Player","EH_ID","API ID","Season","Team","Position","Shoots","Birthday","Age","Draft Yr","Draft Rd","Draft Ov","GP","TOI","TM #","TOI/GP","TOI%","RAPM_C±/60","RAPM_xG±/60","GAR±/60","xGAR±/60"
"Justin Abdelkader","JUSTIN.ABDELKADER","8471716","07-08","DET","L","L",1987-02-25,20,2005,2,42,2,23.02,21,11.4,25.03,1.93,0.047,0.06,0.24
"Justin Abdelkader","JUSTIN.ABDELKADER","8471716","08-09","DET","L","L",1987-02-25,21,2005,2,42,2,18.58,17,13.5,28.61,4.08,0.086,0.34,0.4
"Justin Abdelkader","JUSTIN.ABDELKADER","8471716","09-10","DET","L","L",1987-02-25,22,2005,2,42,50,478.57,26,12.94,26.46,0.23,-0.002,0.05,0.02
"Justin Abdelkader","JUSTIN.ABDELKADER","8471716","10-11","DET","L","L",1987-02-25,23,2005,2,42,74,767.45,24,13.63,28.03,1.27,0.015,0.18,0.21
"Justin Abdelkader","JUSTIN.ABDELKADER","8471716","11-12","DET","L","L",1987-02-25,24,2005,2,42,81,869.85,28,13.72,28.02,1.48,0.047,0.25,0.27
"Justin Abdelkader","JUSTIN.ABDELKADER","8471716","12-13","DET","L","L",1987-02-25,25,2005,2,42,48,646.53,27,14.89,30.55,2.65,0.1,0.26,0.24
"Justin Abdelkader","JUSTIN.ABDELKADER","8471716","13-14","DET","L","L",1987-02-25,26,2005,2,42,70,952.42,31,14.83,30.33,1.22,0.032,0.28,0.29
"Justin Abdelkader","JUSTIN.ABDELKADER","8471716","14-15","DET","L","L",1987-02-25,27,2005,2,42,71,976.88,26,15.26,31.25,1.08,0.013,0.16,0.22
"Justin Abdelkader","JUSTIN.ABDELKADER","8471716","15-16","DET","L","L",1987-02-25,28,2005,2,42,82,1103,28,15.41,31.36,0.87,0.032,0.11,0.18
"Justin Abdelkader","JUSTIN.ABDELKADER","8471716","16-17","DET","L","L",1987-02-25,29,2005,2,42,64,813.05,30,15,29.69,-0.42,-0.026,0.11,0.16
"Justin Abdelkader","JUSTIN.ABDELKADER","8471716","17-18","DET","L","L",1987-02-25,30,2005,2,42,75,932.75,25,14.85,29.66,-0.32,-0.031,0.08,0.13
"Justin Abdelkader","JUSTIN.ABDELKADER","8471716","18-19","DET","L","L",1987-02-25,31,2005,2,42,71,891.68,27,15.08,29.81,-0.55,-0.048,0.08,0.09
"Justin Abdelkader","JUSTIN.ABDELKADER","8471716","19-20","DET","L","L",1987-02-25,32,2005,2,42,49,475.93,33,13.3,27.28,-2.17,-0.102,-0.24,-0.14
"Justin Auger","JUSTIN.AUGER","8477428","17-18","L.A","R","R",1994-05-14,23,2013,4,103,2,15.98,16,13.36,26.92,-1.42,-0.067,-0.02,0
"Justin Bailey","JUSTIN.BAILEY","8477473","15-16","BUF","R","R",1995-07-01,20,2013,2,52,8,90.42,21,15.04,30.05,-0.6,-0.013,0.12,0.12
"Justin Bailey","JUSTIN.BAILEY","8477473","16-17","BUF","R","R",1995-07-01,21,2013,2,52,32,338.07,27,15.31,30.4,-0.61,-0.013,0.1,0.1
"Justin Bailey","JUSTIN.BAILEY","8477473","17-18","BUF","R","R",1995-07-01,22,2013,2,52,12,124.08,28,14.42,29.27,-1.35,-0.048,0.08,0.05
"Justin Bailey","JUSTIN.BAILEY","8477473","18-19","PHI","R","R",1995-07-01,23,2013,2,52,11,63.08,20,12.96,25.99,-2.43,-0.084,-0.07,-0.07
"Justin Bailey","JUSTIN.BAILEY","8477473","19-20","VAN","R","R",1995-07-01,24,2013,2,52,2,10.65,13,13.27,27.27,-1.14,-0.051,-0.08,-0.03
"Justin Bailey","JUSTIN.BAILEY","8477473","20-21","VAN","R","R",1995-07-01,25,2013,2,52,3,20.3,19,13.91,28.37,-0.66,-0.084,-0.03,-0.01
"Justin Bailey","JUSTIN.BAILEY","8477473","21-22","VAN","R","R",1995-07-01,26,2013,2,52,14,108.53,25,13.73,27.3,-0.94,-0.043,0.03,0.04
"Justin Barron","JUSTIN.BARRON","8482111","21-22","COL","D","R",2001-11-15,19,2020,1,25,2,23.52,18,11.98,24.43,1.35,0.01,0.1,0.13
"Justin Barron","JUSTIN.BARRON","8482111","21-22","MTL","D","R",2001-11-15,19,2020,1,25,5,83.57,21,13.92,27.93,-2.21,-0.144,0,0
"Justin Barron","JUSTIN.BARRON","8482111","22-23","MTL","D","R",2001-11-15,20,2020,1,25,39,573.9,34,13.48,27.23,-1.53,-0.09,0.04,0.1
"Justin Braun","JUSTIN.BRAUN","8474027","10-11","S.J","D","R",1987-02-10,23,2007,7,201,28,400.65,27,13.81,27.96,1.92,0.117,0.25,0.24
"Justin Braun","JUSTIN.BRAUN","8474027","11-12","S.J","D","R",1987-02-10,24,2007,7,201,66,943.77,26,13.37,26.5,0.49,0.04,0.19,0.15
"Justin Braun","JUSTIN.BRAUN","8474027","12-13","S.J","D","R",1987-02-10,25,2007,7,201,41,650.88,26,13.63,27.14,1.18,0.101,0.22,0.22
"Justin Braun","JUSTIN.BRAUN","8474027","13-14","S.J","D","R",1987-02-10,26,2007,7,201,82,1429.25,26,13.9,27.76,2.86,0.156,0.35,0.3
"Justin Braun","JUSTIN.BRAUN","8474027","14-15","S.J","D","R",1987-02-10,27,2007,7,201,70,1267.03,33,14.14,28.12,1.65,0.059,0.12,0.2
"Justin Braun","JUSTIN.BRAUN","8474027","15-16","S.J","D","R",1987-02-10,28,2007,7,201,80,1407.58,29,13.85,27.94,1.91,0.126,0.38,0.35
"Justin Braun","JUSTIN.BRAUN","8474027","16-17","S.J","D","R",1987-02-10,29,2007,7,201,81,1416.25,29,13.68,27.43,1.25,0.049,0.23,0.22
"Justin Braun","JUSTIN.BRAUN","8474027","17-18","S.J","D","R",1987-02-10,30,2007,7,201,81,1475.12,26,14.09,27.99,1.87,0.067,0.19,0.28
"Justin Braun","JUSTIN.BRAUN","8474027","18-19","S.J","D","R",1987-02-10,31,2007,7,201,78,1378.37,25,13.84,27.63,2.43,0.077,0.28,0.33
"Justin Braun","JUSTIN.BRAUN","8474027","19-20","PHI","D","R",1987-02-10,32,2007,7,201,62,932.45,29,13.3,26.83,0.64,0.024,0.25,0.25
"Justin Braun","JUSTIN.BRAUN","8474027","20-21","PHI","D","R",1987-02-10,33,2007,7,201,53,841.7,29,13.99,27.94,0.89,0.028,0.2,0.24
"Justin Braun","JUSTIN.BRAUN","8474027","21-22","NYR","D","R",1987-02-10,34,2007,7,201,8,123.67,25,13.36,26.37,-1.2,-0.052,0.05,0.09
"Justin Braun","JUSTIN.BRAUN","8474027","21-22","PHI","D","R",1987-02-10,34,2007,7,201,61,1059.1,31,14.1,28.42,-0.28,-0.031,0.09,0.14
"Justin Braun","JUSTIN.BRAUN","8474027","22-23","PHI","D","R",1987-02-10,35,2007,7,201,51,682.43,30,13.63,27.15,-0.64,-0.02,0.09,0.11
"Justin Danforth","JUSTIN.DANFORTH","8479941","21-22","CBJ","R","R",1993-03-15,28,2011,NA,NA,45,522.43,27,14.42,28.7,-0.31,-0.057,0.14,0.11
"Justin Danforth","JUSTIN.DANFORTH","8479941","22-23","CBJ","R","R",1993-03-15,29,2011,NA,NA,6,64.92,18,15.37,30.57,-2.58,-0.123,0.2,0.02
"Justin Dibenedetto","JUSTIN.DIBENEDETTO","8474731","10-11","NYI","C","L",1988-08-25,22,2008,6,175,8,69.72,19,12.78,26.34,-3.07,-0.129,-0.02,-0.06
"Justin Dowling","JUSTIN.DOWLING","8475413","16-17","DAL","C","L",1990-10-01,25,2009,NA,NA,9,91.37,24,13.61,27.12,0.41,0.018,0.09,0.26
"Justin Dowling","JUSTIN.DOWLING","8475413","18-19","DAL","C","L",1990-10-01,27,2009,NA,NA,11,127.93,27,14.6,29.02,-0.31,0.019,0.18,0.12
"Justin Dowling","JUSTIN.DOWLING","8475413","19-20","DAL","C","L",1990-10-01,28,2009,NA,NA,29,276.93,25,14.36,29.06,0.24,0.07,0.14,0.15
"Justin Dowling","JUSTIN.DOWLING","8475413","20-21","DAL","C","L",1990-10-01,29,2009,NA,NA,27,261.67,24,14.3,27.99,0.47,0.041,0.09,0.21
"Justin Dowling","JUSTIN.DOWLING","8475413","21-22","VAN","C","L",1990-10-01,30,2009,NA,NA,22,192.27,25,14.04,27.91,-0.61,-0.03,0.02,0.02
"Justin Falk","JUSTIN.FALK","8473992","09-10","MIN","D","L",1988-10-11,20,2007,4,110,3,18.03,20,13.39,27.95,-0.4,0.012,0.25,0.19
"Justin Falk","JUSTIN.FALK","8473992","10-11","MIN","D","L",1988-10-11,21,2007,4,110,22,280.07,30,12.79,26.45,-1.8,-0.071,0.08,0.07
"Justin Falk","JUSTIN.FALK","8473992","11-12","MIN","D","L",1988-10-11,22,2007,4,110,47,786.8,42,13.78,27.79,-1.04,-0.005,0.13,0.05
"Justin Falk","JUSTIN.FALK","8473992","12-13","MIN","D","L",1988-10-11,23,2007,4,110,36,424.03,24,12.72,25.61,-0.21,0.025,0.18,0.17
"Justin Falk","JUSTIN.FALK","8473992","13-14","NYR","D","L",1988-10-11,24,2007,4,110,21,235.02,28,13.13,26.41,1.15,0.031,0.09,0.15
"Justin Falk","JUSTIN.FALK","8473992","14-15","CBJ","D","L",1988-10-11,25,2007,4,110,5,67.3,22,13.28,27.17,0.87,0.04,0.27,0.29
"Justin Falk","JUSTIN.FALK","8473992","14-15","MIN","D","L",1988-10-11,25,2007,4,110,13,109.38,25,12.02,24.25,-0.41,0.034,0.34,0.28
"Justin Falk","JUSTIN.FALK","8473992","15-16","CBJ","D","L",1988-10-11,26,2007,4,110,24,318.02,30,12.9,26.25,-0.71,0.018,0.11,0.07
"Justin Falk","JUSTIN.FALK","8473992","16-17","BUF","D","L",1988-10-11,27,2007,4,110,52,670.65,32,13.48,26.75,0.25,0.006,0.1,0.12
"Justin Falk","JUSTIN.FALK","8473992","17-18","BUF","D","L",1988-10-11,28,2007,4,110,46,659.78,34,13.3,26.99,-0.68,-0.051,0.08,0.07
"Justin Falk","JUSTIN.FALK","8473992","18-19","OTT","D","L",1988-10-11,29,2007,4,110,10,117.72,23,13.4,26.51,-2.41,-0.054,0.08,0.05
"Justin Faulk","JUSTIN.FAULK","8475753","11-12","CAR","D","R",1992-03-20,19,2010,2,37,66,1164.88,28,13.94,28.16,-0.02,0.009,0.07,0.12
"Justin Faulk","JUSTIN.FAULK","8475753","12-13","CAR","D","R",1992-03-20,20,2010,2,37,38,683.4,32,14.13,28.91,0.04,-0.048,0.05,0.02
"Justin Faulk","JUSTIN.FAULK","8475753","13-14","CAR","D","R",1992-03-20,21,2010,2,37,76,1401.82,27,14.19,28.58,1.18,0.04,0.14,0.15
"Justin Faulk","JUSTIN.FAULK","8475753","14-15","CAR","D","R",1992-03-20,22,2010,2,37,82,1566.03,31,14.28,27.99,1.35,0.03,0.09,0.11
"Justin Faulk","JUSTIN.FAULK","8475753","15-16","CAR","D","R",1992-03-20,23,2010,2,37,64,1175.97,27,14.3,28.12,1.58,0.047,0.14,0.17
"Justin Faulk","JUSTIN.FAULK","8475753","16-17","CAR","D","R",1992-03-20,24,2010,2,37,75,1441.65,30,14.24,27.92,0.63,0.04,0.13,0.16
"Justin Faulk","JUSTIN.FAULK","8475753","17-18","CAR","D","R",1992-03-20,25,2010,2,37,76,1388.8,26,13.94,27.23,1.35,0.022,0.11,0.14
"Justin Faulk","JUSTIN.FAULK","8475753","18-19","CAR","D","R",1992-03-20,26,2010,2,37,82,1420.6,28,13.76,27.68,2.98,0.157,0.21,0.24
"Justin Faulk","JUSTIN.FAULK","8475753","19-20","STL","D","R",1992-03-20,27,2010,2,37,69,1243.8,30,13.96,27.74,1.2,0.029,0.27,0.3
"Justin Faulk","JUSTIN.FAULK","8475753","20-21","STL","D","R",1992-03-20,28,2010,2,37,56,1128.18,29,14.18,28.13,-0.42,-0.031,0.16,0.18
"Justin Faulk","JUSTIN.FAULK","8475753","21-22","STL","D","R",1992-03-20,29,2010,2,37,76,1474.05,30,13.99,27.9,-0.31,-0.024,0.24,0.27
"Justin Faulk","JUSTIN.FAULK","8475753","22-23","STL","D","R",1992-03-20,30,2010,2,37,82,1526.35,33,13.66,27.14,-1.06,-0.087,0.14,0.14
"Justin Florek","JUSTIN.FLOREK","8475845","13-14","BOS","L","L",1990-05-18,23,2010,5,135,4,43.53,22,13.54,27.02,0.55,0.044,0.28,0.2
"Justin Fontaine","JUSTIN.FONTAINE","8476235","13-14","MIN","R","R",1987-11-06,25,2006,NA,NA,66,738.53,26,15.09,30.15,-0.5,-0.011,0.21,0.13
"Justin Fontaine","JUSTIN.FONTAINE","8476235","14-15","MIN","R","R",1987-11-06,26,2006,NA,NA,71,778.33,30,14.47,29.17,-0.36,0.042,0.25,0.23
"Justin Fontaine","JUSTIN.FONTAINE","8476235","15-16","MIN","R","R",1987-11-06,27,2006,NA,NA,60,624.75,26,14.53,29.12,-1.11,-0.015,0.2,0.15
"Justin Hodgman","JUSTIN.HODGMAN","8474793","14-15","ARI","C","R",1988-06-27,26,2006,NA,NA,5,52.73,26,14.77,29.51,-0.72,-0.057,0.03,0.02
"Justin Holl","JUSTIN.HOLL","8475718","17-18","TOR","D","R",1992-01-30,25,2010,2,54,2,32.18,17,13.7,26.9,2.25,0.077,0.35,0.34
"Justin Holl","JUSTIN.HOLL","8475718","18-19","TOR","D","R",1992-01-30,26,2010,2,54,11,136.63,25,13.31,26.16,1.31,0.036,0.27,0.25
"Justin Holl","JUSTIN.HOLL","8475718","19-20","TOR","D","R",1992-01-30,27,2010,2,54,68,1106.75,32,14.18,27.96,1.78,0.064,0.3,0.32
"Justin Holl","JUSTIN.HOLL","8475718","20-21","TOR","D","R",1992-01-30,28,2010,2,54,55,984.1,31,14.37,28.6,2.51,0.135,0.36,0.4
"Justin Holl","JUSTIN.HOLL","8475718","21-22","TOR","D","R",1992-01-30,29,2010,2,54,69,1196.88,32,14.03,27.75,2.25,0.12,0.37,0.39
"Justin Holl","JUSTIN.HOLL","8475718","22-23","TOR","D","R",1992-01-30,30,2010,2,54,80,1343.72,41,13.61,27.51,1.55,0.11,0.33,0.34
"Justin Johnson","JUSTIN.JOHNSON","8476086","13-14","NYI","R","R",1981-05-05,32,1999,NA,NA,2,12.9,15,12.42,24.67,0.98,0.042,-0.22,0.02
"Justin Kirkland","JUSTIN.KIRKLAND","8477993","22-23","ANA","C","L",1996-08-02,26,2014,3,62,7,50.47,19,13.14,26.28,-4.35,-0.208,-0.28,-0.31
"Justin Kloos","JUSTIN.KLOOS","8480082","17-18","MIN","C","R",1993-11-30,23,2012,NA,NA,1,8.55,10,13.64,27.63,-3.25,-0.107,0.06,0.02
"Justin Kloos","JUSTIN.KLOOS","8480082","18-19","ANA","C","R",1993-11-30,24,2012,NA,NA,1,7.07,13,13.92,27.85,-1.43,-0.113,0.05,-0.01
"Justin Mercier","JUSTIN.MERCIER","8471829","09-10","COL","C","L",1987-06-25,22,2005,6,168,9,58.52,22,13.31,27.67,-2.06,-0.016,0.13,0.13
"Justin Richards","JUSTIN.RICHARDS","8482179","20-21","NYR","C","R",1998-03-17,22,2016,NA,NA,1,10.18,13,13.2,26.83,-2.41,-0.079,-0.09,-0.08
"Justin Richards","JUSTIN.RICHARDS","8482179","22-23","CBJ","C","R",1998-03-17,24,2016,NA,NA,2,18.3,17,13.52,26.8,-2.38,-0.12,-0.09,-0.08
"Justin Schultz","JUSTIN.SCHULTZ","8474602","12-13","EDM","D","R",1990-07-06,22,2008,2,43,48,832.07,27,13.49,27.88,-0.42,-0.012,0,0.12
"Justin Schultz","JUSTIN.SCHULTZ","8474602","13-14","EDM","D","R",1990-07-06,23,2008,2,43,74,1364.7,34,13.85,28.44,-1.65,-0.061,0.09,0.04
"Justin Schultz","JUSTIN.SCHULTZ","8474602","14-15","EDM","D","R",1990-07-06,24,2008,2,43,81,1544.2,37,14.43,28.23,-0.05,-0.045,-0.01,0.1
"Justin Schultz","JUSTIN.SCHULTZ","8474602","15-16","EDM","D","R",1990-07-06,25,2008,2,43,45,743.32,31,13.77,27.85,-0.14,-0.005,0.1,0.11
"Justin Schultz","JUSTIN.SCHULTZ","8474602","15-16","PIT","D","R",1990-07-06,25,2008,2,43,18,209.73,25,12.6,25.44,0.8,0.073,0.24,0.26
"Justin Schultz","JUSTIN.SCHULTZ","8474602","16-17","PIT","D","R",1990-07-06,26,2008,2,43,78,1355.3,32,13.9,27.85,0.54,0.048,0.27,0.32
"Justin Schultz","JUSTIN.SCHULTZ","8474602","17-18","PIT","D","R",1990-07-06,27,2008,2,43,63,1053.85,28,13.75,27.78,1.24,0.041,0.18,0.24
"Justin Schultz","JUSTIN.SCHULTZ","8474602","18-19","PIT","D","R",1990-07-06,28,2008,2,43,29,509.92,30,14.24,28.19,-0.18,0.029,0.23,0.21
"Justin Schultz","JUSTIN.SCHULTZ","8474602","19-20","PIT","D","R",1990-07-06,29,2008,2,43,46,763.27,32,14.05,27.92,0.91,0.051,0.33,0.3
"Justin Schultz","JUSTIN.SCHULTZ","8474602","20-21","WSH","D","R",1990-07-06,30,2008,2,43,46,790.22,28,13.97,28.06,1.28,0.051,0.34,0.46
"Justin Schultz","JUSTIN.SCHULTZ","8474602","21-22","WSH","D","R",1990-07-06,31,2008,2,43,74,1134.15,32,13.4,26.75,0.34,0.027,0.26,0.26
"Justin Schultz","JUSTIN.SCHULTZ","8474602","22-23","SEA","D","R",1990-07-06,32,2008,2,43,73,1109.58,25,13.47,26.99,1.98,0.049,0.34,0.39
"Justin Shugg","JUSTIN.SHUGG","8475826","14-15","CAR","L","R",1991-12-24,22,2010,4,105,3,16.12,16,13.33,26.15,-2.09,-0.064,0.1,0.01
"Justin Williams","JUSTIN.WILLIAMS","8468508","07-08","CAR","R","R",1981-10-04,25,2000,1,28,37,488.17,24,13.94,31.06,0.76,0.005,0.13,0.14
"Justin Williams","JUSTIN.WILLIAMS","8468508","08-09","CAR","R","R",1981-10-04,26,2000,1,28,32,390.58,27,14.39,30.75,0.73,0.042,0.18,0.18
"Justin Williams","JUSTIN.WILLIAMS","8468508","08-09","L.A","R","R",1981-10-04,26,2000,1,28,12,166.63,21,14.45,31.39,1.01,0.053,0.15,0.2
"Justin Williams","JUSTIN.WILLIAMS","8468508","09-10","L.A","R","R",1981-10-04,27,2000,1,28,49,683.45,28,15.47,31.94,1.23,0.06,0.2,0.24
"Justin Williams","JUSTIN.WILLIAMS","8468508","10-11","L.A","R","R",1981-10-04,28,2000,1,28,73,1043.35,28,15.05,30.93,1.18,0.037,0.27,0.24
"Justin Williams","JUSTIN.WILLIAMS","8468508","11-12","L.A","R","R",1981-10-04,29,2000,1,28,82,1161.12,26,15.28,31.58,2.79,0.084,0.24,0.26
"Justin Williams","JUSTIN.WILLIAMS","8468508","12-13","L.A","R","R",1981-10-04,30,2000,1,28,48,684.27,23,15.93,32.24,3.28,0.079,0.25,0.32
"Justin Williams","JUSTIN.WILLIAMS","8468508","13-14","L.A","R","R",1981-10-04,31,2000,1,28,82,1127.43,24,14.83,30.71,3.53,0.131,0.3,0.29
"Justin Williams","JUSTIN.WILLIAMS","8468508","14-15","L.A","R","R",1981-10-04,32,2000,1,28,81,1114.27,25,15.14,30.25,1.65,0.049,0.15,0.17
"Justin Williams","JUSTIN.WILLIAMS","8468508","15-16","WSH","R","R",1981-10-04,33,2000,1,28,82,1091.87,30,15.19,30.61,1.18,0.058,0.32,0.34
"Justin Williams","JUSTIN.WILLIAMS","8468508","16-17","WSH","R","R",1981-10-04,34,2000,1,28,80,1021.35,25,15,30.48,1.13,0.009,0.31,0.23
"Justin Williams","JUSTIN.WILLIAMS","8468508","17-18","CAR","R","R",1981-10-04,35,2000,1,28,82,1158.7,26,15.16,29.61,1.75,0.069,0.11,0.17
"Justin Williams","JUSTIN.WILLIAMS","8468508","18-19","CAR","R","R",1981-10-04,36,2000,1,28,82,1161.37,28,14.99,30.11,2.71,0.121,0.18,0.28
"Justin Williams","JUSTIN.WILLIAMS","8468508","19-20","CAR","R","R",1981-10-04,37,2000,1,28,20,218.08,21,13.81,28.34,1.42,0.066,0.05,0.16
"Juuso Parssinen","JUUSO.PARSSINEN","8481704","22-23","NSH","C","L",2001-02-01,21,2019,7,210,45,553.58,32,14.56,29.76,-0.19,-0.021,0.09,0.08
"Juuso Riikola","JUUSO.RIIKOLA","8480945","18-19","PIT","D","L",1993-11-09,24,2012,NA,NA,37,568.43,30,13.7,27.13,-0.26,0.053,0.23,0.18
"Juuso Riikola","JUUSO.RIIKOLA","8480945","19-20","PIT","D","L",1993-11-09,25,2012,NA,NA,36,451.12,33,13.13,26.07,0.19,0.017,0.3,0.23
"Juuso Riikola","JUUSO.RIIKOLA","8480945","20-21","PIT","D","L",1993-11-09,26,2012,NA,NA,2,17.83,16,13.62,26.79,1.49,0.02,0.25,0.23
"Juuso Riikola","JUUSO.RIIKOLA","8480945","21-22","PIT","D","L",1993-11-09,27,2012,NA,NA,5,57.53,21,12.85,25.23,1.02,0.1,0.27,0.25
"Juuso Valimaki","JUUSO.VALIMAKI","8479976","18-19","CGY","D","L",1998-10-06,19,2017,1,16,24,333.65,25,12.72,26.1,0.68,0.026,0.18,0.14
"Juuso Valimaki","JUUSO.VALIMAKI","8479976","20-21","CGY","D","L",1998-10-06,21,2017,1,16,49,676.65,28,12.88,26.41,1.22,0.065,0.25,0.23
"Juuso Valimaki","JUUSO.VALIMAKI","8479976","21-22","CGY","D","L",1998-10-06,22,2017,1,16,9,132.08,24,13.04,26.13,2.75,0.072,0.27,0.33
"Juuso Valimaki","JUUSO.VALIMAKI","8479976","22-23","ARI","D","L",1998-10-06,23,2017,1,16,78,1210.17,32,13.55,27.73,-1.25,-0.071,0.09,0.14
"Jyrki Jokipakka","JYRKI.JOKIPAKKA","8476279","14-15","DAL","D","L",1991-08-20,23,2011,7,195,51,780.03,26,13.13,26.98,0.69,0.025,0.19,0.25
"Jyrki Jokipakka","JYRKI.JOKIPAKKA","8476279","15-16","CGY","D","L",1991-08-20,24,2011,7,195,18,276.02,26,12.8,25.91,0.58,0.016,0.17,0.2
"Jyrki Jokipakka","JYRKI.JOKIPAKKA","8476279","15-16","DAL","D","L",1991-08-20,24,2011,7,195,40,546.92,24,12.92,26.11,0.77,0.04,0.2,0.21
"Jyrki Jokipakka","JYRKI.JOKIPAKKA","8476279","16-17","CGY","D","L",1991-08-20,25,2011,7,195,38,535.85,24,12.94,26.59,0.38,-0.016,0.19,0.2
"Jyrki Jokipakka","JYRKI.JOKIPAKKA","8476279","16-17","OTT","D","L",1991-08-20,25,2011,7,195,3,42.68,25,12.83,25.4,-0.29,-0.002,0.14,0.16
"K'Andre Miller","K'ANDRE.MILLER","8480817","20-21","NYR","D","L",2000-01-21,20,2018,1,22,53,961.07,29,13.56,27.54,0.3,0.031,0.19,0.27
"K'Andre Miller","K'ANDRE.MILLER","8480817","21-22","NYR","D","L",2000-01-21,21,2018,1,22,82,1510.22,31,14.25,28.15,-0.77,-0.013,0.1,0.12
"K'Andre Miller","K'ANDRE.MILLER","8480817","22-23","NYR","D","L",2000-01-21,22,2018,1,22,79,1509.25,29,14.09,27.98,0.75,0.019,0.2,0.26
"Kaapo Kakko","KAAPO.KAKKO","8481554","19-20","NYR","R","L",2001-02-13,18,2019,1,2,66,774.97,26,14.13,29.19,-1.45,-0.027,0.12,0.17
"Kaapo Kakko","KAAPO.KAKKO","8481554","20-21","NYR","R","L",2001-02-13,19,2019,1,2,48,612.23,27,14.64,29.75,-0.49,0,0.21,0.2
"Kaapo Kakko","KAAPO.KAKKO","8481554","21-22","NYR","R","L",2001-02-13,20,2019,1,2,43,578.03,30,15.62,30.85,0.47,0.032,0.19,0.24
"Kaapo Kakko","KAAPO.KAKKO","8481554","22-23","NYR","R","L",2001-02-13,21,2019,1,2,82,1125.67,29,15.06,29.88,0.36,-0.014,0.22,0.25
"Kaedan Korczak","KAEDAN.KORCZAK","8481527","21-22","VGK","D","R",2001-01-29,20,2019,2,41,1,15.22,14,14.19,27.76,2.25,0.076,0.23,0.27
"Kaedan Korczak","KAEDAN.KORCZAK","8481527","22-23","VGK","D","R",2001-01-29,21,2019,2,41,10,170.2,22,13.79,26.66,0.88,0.1,0.31,0.34
"Kael Mouillierat","KAEL.MOUILLIERAT","8476147","14-15","NYI","L","L",1987-12-09,26,2006,NA,NA,6,51.25,18,14.09,27.85,1.3,0.094,0.08,0.19
"Kael Mouillierat","KAEL.MOUILLIERAT","8476147","15-16","PIT","L","L",1987-12-09,27,2006,NA,NA,1,10.53,15,11.72,23.61,0.97,0.07,0.28,0.3
"Kaiden Guhle","KAIDEN.GUHLE","8482087","22-23","MTL","D","L",2002-01-18,20,2020,1,16,44,770.8,29,13.86,28.12,-1.93,-0.1,0.01,0.07
"Kailer Yamamoto","KAILER.YAMAMOTO","8479977","17-18","EDM","R","R",1998-09-29,18,2017,1,22,9,122.1,21,15.58,30.79,1.17,0.089,0.25,0.23
"Kailer Yamamoto","KAILER.YAMAMOTO","8479977","18-19","EDM","R","R",1998-09-29,19,2017,1,22,17,197,27,15.79,31.37,-0.18,-0.029,0.12,0.13
"Kailer Yamamoto","KAILER.YAMAMOTO","8479977","19-20","EDM","R","R",1998-09-29,20,2017,1,22,27,430.48,25,16.53,32.83,-0.29,0.015,0.29,0.26
"Kailer Yamamoto","KAILER.YAMAMOTO","8479977","20-21","EDM","R","R",1998-09-29,21,2017,1,22,52,758.43,27,15.7,31.61,0.16,-0.001,0.22,0.3
"Kailer Yamamoto","KAILER.YAMAMOTO","8479977","21-22","EDM","R","R",1998-09-29,22,2017,1,22,81,1187.47,30,15.84,31.64,0.79,0.051,0.23,0.21
"Kailer Yamamoto","KAILER.YAMAMOTO","8479977","22-23","EDM","R","R",1998-09-29,23,2017,1,22,58,830.73,27,15.14,30.74,1.49,0.077,0.21,0.29
"Kale Clague","KALE.CLAGUE","8479348","19-20","L.A","D","L",1998-06-05,21,2016,2,51,4,56.72,19,13.15,26.05,1.41,0.021,0.01,0.1
"Kale Clague","KALE.CLAGUE","8479348","20-21","L.A","D","L",1998-06-05,22,2016,2,51,18,267.33,28,12.9,26.17,-0.94,-0.088,-0.03,0.04
"Kale Clague","KALE.CLAGUE","8479348","21-22","L.A","D","L",1998-06-05,23,2016,2,51,11,154.35,19,13.31,26.56,2.25,0.091,0.23,0.21
"Kale Clague","KALE.CLAGUE","8479348","21-22","MTL","D","L",1998-06-05,23,2016,2,51,25,369.82,34,12.9,26.06,-0.64,-0.061,0.08,0.07
"Kale Clague","KALE.CLAGUE","8479348","22-23","BUF","D","L",1998-06-05,24,2016,2,51,33,491.45,26,13.75,27.48,1.19,0.002,0.19,0.22
"Kalle Kossila","KALLE.KOSSILA","8479290","16-17","ANA","C","L",1993-04-14,23,2011,NA,NA,1,6.9,13,12.03,24.67,-3.62,-0.078,-0.04,-0.1
"Kalle Kossila","KALLE.KOSSILA","8479290","17-18","ANA","C","L",1993-04-14,24,2011,NA,NA,10,89.35,22,14.01,28.21,-0.36,-0.007,0.05,0.04
"Kalle Kossila","KALLE.KOSSILA","8479290","18-19","ANA","C","L",1993-04-14,25,2011,NA,NA,8,66.65,23,13.56,27.07,-1.52,-0.116,-0.05,-0.06
"Kamil Kreps","KAMIL.KREPS","8470631","07-08","FLA","C","R",1984-11-18,22,2003,2,38,76,792.32,31,13.44,28.69,-0.33,-0.027,0.13,0.1
"Kamil Kreps","KAMIL.KREPS","8470631","08-09","FLA","C","R",1984-11-18,23,2003,2,38,66,720.42,30,13.65,28.68,-1.33,-0.037,0.12,0.08
"Kamil Kreps","KAMIL.KREPS","8470631","09-10","FLA","C","R",1984-11-18,24,2003,2,38,76,800.87,30,13.83,28.46,-2.09,-0.051,0.08,0.06
